Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente
715,15/12/2025,Ultrasonido,10,104,3011,MVZ. Eddie Hernández Vidal,3,2,3,5,Mala,No,Satisfecho
716,16/12/2025,Vacunación,1,180,4359,MVZ. Eddie Hernández Vidal,3,4,2,3,Buena,No,Satisfecho
717,17/12/2025,Desparacitación,58,108,6701,MVZ. Eddie Hernández Vidal,4,4,1,2,Mala,Sí,Satisfecho
718,18/12/2025,Desparacitación,21,163,7661,MVZ. Eddie Hernández Vidal,3,1,3,1,Mala,Sí,Algo satisfecho
719,19/12/2025,Vacunación,25,144,7371,MVZ. Eddie Hernández Vidal,4,2,1,5,Mala,Sí,Satisfecho
720,20/12/2025,Ultrasonido,10,13,2929,MVZ. Eddie Hernández Vidal,4,1,4,3,Buena,No,Satisfecho
721,21/12/2025,Cirugías,56,126,8261,MVZ. Eddie Hernández Vidal,2,5,4,1,Pesima,Sí,Satisfecho
722,22/12/2025,Estética,41,31,9172,MVZ. Eddie Hernández Vidal,1,4,3,4,Buena,No,Satisfecho
723,23/12/2025,Consulta general,13,109,4748,MVZ. Eddie Hernández Vidal,2,5,1,5,Buena,No,Satisfecho
724,24/12/2025,Vacunación,51,100,5843,MVZ. Eddie Hernández Vidal,5,2,2,1,Mala,Sí,Satisfecho
725,25/12/2025,Estética,2,55,2255,MVZ. Eddie Hernández Vidal,3,1,4,4,Buena,No,Satisfecho
726,26/12/2025,Consulta general,18,24,6896,MVZ. Eddie Hernández Vidal,2,1,2,2,Pesima,Sí,Algo satisfecho
727,27/12/2025,Cirugías,20,36,7277,MVZ. Eddie Hernández Vidal,2,3,1,1,Buena,No,Algo satisfecho
728,28/12/2025,Estética,7,42,2420,MVZ. Eddie Hernández Vidal,2,2,2,4,Pesima,Sí,Satisfecho
729,29/12/2025,Urgencias,40,144,4231,MVZ. Eddie Hernández Vidal,5,2,4,4,Mala,No,Muy Satisfecho
730,30/12/2025,Vacunación,56,84,6569,MVZ. Eddie Hernández Vidal,5,1,4,1,Mala,No,Satisfecho
731,31/12/2025,Hospitalización,21,177,3145,MVZ. Eddie Hernández Vidal,3,5,4,3,Regular,Sí,Muy Satisfecho
732,01/01/2026,Consulta general,37,58,3077,MVZ. Eddie Hernández Vidal,1,3,4,4,Mala,No,Satisfecho
733,02/01/2026,Hospitalización,46,137,9769,MVZ. Eddie Hernández Vidal,3,1,5,2,Pesima,No,Satisfecho
734,03/01/2026,Estética,19,150,8766,MVZ. Eddie Hernández Vidal,1,4,3,2,Pesima,No,Satisfecho
735,04/01/2026,Urgencias,26,30,4289,MVZ. Eddie Hernández Vidal,1,3,5,5,Regular,No,Muy Satisfecho
736,05/01/2026,Hospitalización,55,127,2911,MVZ. Eddie Hernández Vidal,5,3,5,4,Buena,No,Muy Satisfecho
737,06/01/2026,Cirugías,6,81,2578,MVZ. Eddie Hernández Vidal,5,1,4,5,Pesima,Sí,Muy Satisfecho
738,07/01/2026,Ultrasonido,0,5,9648,MVZ. Eddie Hernández Vidal,2,4,4,4,Regular,No,Muy Satisfecho
739,08/01/2026,Estética,8,101,6663,MVZ. Eddie Hernández Vidal,3,3,3,2,Mala,No,Satisfecho
740,09/01/2026,Hospitalización,60,174,9105,MVZ. Eddie Hernández Vidal,1,5,5,5,Regular,No,Muy Satisfecho
741,10/01/2026,Cirugías,21,109,7135,MVZ. Eddie Hernández Vidal,1,1,1,5,Pesima,No,Algo satisfecho
742,11/01/2026,Consulta general,59,88,4969,MVZ. Eddie Hernández Vidal,1,5,2,4,Regular,No,Satisfecho
743,12/01/2026,Urgencias,47,128,6157,MVZ. Eddie Hernández Vidal,2,5,2,5,Mala,Sí,Muy Satisfecho
744,13/01/2026,Urgencias,37,104,1469,MVZ. Eddie Hernández Vidal,5,1,4,2,Regular,Sí,Satisfecho
745,14/01/2026,Cirugías,3,98,6426,MVZ. Eddie Hernández Vidal,5,5,5,5,Buena,No,Extremadamente satisfecho
746,15/01/2026,Ultrasonido,46,30,3517,MVZ. Eddie Hernández Vidal,2,2,1,5,Regular,No,Satisfecho
747,16/01/2026,Vacunación,40,128,2448,MVZ. Eddie Hernández Vidal,3,4,3,5,Buena,Sí,Muy Satisfecho
748,17/01/2026,Ultrasonido,41,177,8725,MVZ. Eddie Hernández Vidal,3,4,1,2,Pesima,No,Satisfecho
749,18/01/2026,Consulta general,28,77,1805,MVZ. Eddie Hernández Vidal,2,5,2,3,Buena,Sí,Satisfecho
750,19/01/2026,Hospitalización,57,43,9270,MVZ. Eddie Hernández Vidal,5,4,5,5,Mala,No,Extremadamente satisfecho
751,20/01/2026,Hospitalización,55,55,1070,MVZ. Eddie Hernández Vidal,3,3,5,4,Mala,Sí,Muy Satisfecho
752,21/01/2026,Urgencias,36,148,8223,MVZ. Eddie Hernández Vidal,1,3,4,2,Regular,No,Satisfecho
753,22/01/2026,Hospitalización,39,137,5822,MVZ. Eddie Hernández Vidal,1,4,1,5,Regular,No,Satisfecho
754,23/01/2026,Ultrasonido,1,31,184,MVZ. Eddie Hernández Vidal,5,2,2,2,Pesima,No,Satisfecho
755,24/01/2026,Urgencias,51,80,2753,MVZ. Eddie Hernández Vidal,2,2,4,1,Pesima,Sí,Algo satisfecho
756,25/01/2026,Desparacitación,45,31,8233,MVZ. Eddie Hernández Vidal,2,1,3,3,Mala,No,Algo satisfecho
757,26/01/2026,Servicio a domicilio,5,33,8486,MVZ. Eddie Hernández Vidal,3,1,5,1,Pesima,No,Satisfecho
758,27/01/2026,Hospitalización,58,133,7367,MVZ. Eddie Hernández Vidal,5,3,3,5,Mala,Sí,Muy Satisfecho
759,28/01/2026,Cirugías,27,74,6007,MVZ. Eddie Hernández Vidal,5,4,4,2,Pesima,No,Muy Satisfecho
760,29/01/2026,Servicio a domicilio,31,62,331,MVZ. Eddie Hernández Vidal,3,5,2,5,Regular,No,Muy Satisfecho
761,30/01/2026,Estética,40,18,3465,MVZ. Eddie Hernández Vidal,5,1,1,5,Buena,No,Satisfecho
762,31/01/2026,Cirugías,9,27,8559,MVZ. Eddie Hernández Vidal,5,4,5,4,Pesima,No,Extremadamente satisfecho
763,01/02/2026,Ultrasonido,53,66,6875,MVZ. Eddie Hernández Vidal,3,2,4,3,Pesima,Sí,Satisfecho
764,02/02/2026,Ultrasonido,56,95,3974,MVZ. Eddie Hernández Vidal,5,4,2,4,Regular,No,Muy Satisfecho
765,03/02/2026,Desparacitación,7,67,1789,MVZ. Eddie Hernández Vidal,3,2,2,3,Mala,No,Satisfecho
766,04/02/2026,Consulta general,35,138,2742,MVZ. Eddie Hernández Vidal,4,1,3,2,Mala,Sí,Satisfecho
767,05/02/2026,Cirugías,47,87,462,MVZ. Eddie Hernández Vidal,2,3,5,3,Mala,No,Satisfecho
768,06/02/2026,Desparacitación,5,49,8024,MVZ. Eddie Hernández Vidal,2,2,2,3,Pesima,Sí,Algo satisfecho
769,07/02/2026,Cirugías,41,115,6170,MVZ. Eddie Hernández Vidal,5,4,3,4,Regular,Sí,Muy Satisfecho
770,08/02/2026,Cirugías,28,72,8183,MVZ. Eddie Hernández Vidal,1,1,4,2,Buena,No,Algo satisfecho
771,09/02/2026,Ultrasonido,54,28,9066,MVZ. Eddie Hernández Vidal,1,5,3,3,Regular,No,Satisfecho
772,10/02/2026,Vacunación,58,142,128,MVZ. Eddie Hernández Vidal,2,1,5,3,Mala,No,Satisfecho
773,11/02/2026,Estética,21,10,1219,MVZ. Eddie Hernández Vidal,1,1,2,1,Buena,Sí,Insatisfecho
774,12/02/2026,Consulta general,11,38,4020,MVZ. Eddie Hernández Vidal,3,3,4,3,Mala,Sí,Satisfecho
775,13/02/2026,Desparacitación,3,134,6549,MVZ. Eddie Hernández Vidal,3,3,3,5,Pesima,Sí,Muy Satisfecho
776,14/02/2026,Servicio a domicilio,18,68,2248,MVZ. Eddie Hernández Vidal,4,2,2,5,Pesima,No,Satisfecho
777,15/02/2026,Hospitalización,35,89,5251,MVZ. Eddie Hernández Vidal,1,2,5,4,Regular,No,Satisfecho
778,16/02/2026,Desparacitación,46,96,5285,MVZ. Eddie Hernández Vidal,2,2,5,3,Mala,Sí,Satisfecho
779,17/02/2026,Consulta general,41,36,7164,MVZ. Eddie Hernández Vidal,4,5,1,2,Regular,Sí,Satisfecho
780,18/02/2026,Estética,17,136,200,MVZ. Eddie Hernández Vidal,5,3,4,1,Regular,No,Satisfecho
781,19/02/2026,Servicio a domicilio,47,89,8495,MVZ. Eddie Hernández Vidal,3,4,1,1,Regular,Sí,Algo satisfecho
782,20/02/2026,Vacunación,27,143,5699,MVZ. Eddie Hernández Vidal,2,3,5,4,Regular,No,Muy Satisfecho
783,21/02/2026,Vacunación,54,78,7948,MVZ. Eddie Hernández Vidal,2,4,2,4,Buena,No,Satisfecho
784,22/02/2026,Desparacitación,47,146,5521,MVZ. Eddie Hernández Vidal,1,5,4,3,Pesima,Sí,Satisfecho
785,23/02/2026,Consulta general,9,65,9072,MVZ. Eddie Hernández Vidal,2,5,3,4,Buena,Sí,Muy Satisfecho
786,24/02/2026,Ultrasonido,19,109,5579,MVZ. Eddie Hernández Vidal,5,4,1,1,Regular,Sí,Satisfecho
787,25/02/2026,Servicio a domicilio,7,86,2637,MVZ. Eddie Hernández Vidal,1,4,2,1,Buena,Sí,Algo satisfecho
788,26/02/2026,Cirugías,7,50,8378,MVZ. Eddie Hernández Vidal,1,2,3,5,Buena,Sí,Satisfecho
789,27/02/2026,Desparacitación,37,158,5024,MVZ. Eddie Hernández Vidal,4,5,4,4,Pesima,Sí,Muy Satisfecho
790,28/02/2026,Consulta general,43,136,2272,MVZ. Eddie Hernández Vidal,1,3,4,4,Mala,Sí,Satisfecho
791,01/03/2026,Cirugías,44,19,8184,MVZ. Eddie Hernández Vidal,4,4,1,1,Pesima,No,Satisfecho
792,02/03/2026,Desparacitación,46,20,3464,MVZ. Eddie Hernández Vidal,5,2,2,3,Pesima,Sí,Satisfecho
793,03/03/2026,Cirugías,46,10,196,MVZ. Eddie Hernández Vidal,2,2,2,1,Buena,Sí,Algo satisfecho
794,04/03/2026,Hospitalización,34,59,4936,MVZ. Eddie Hernández Vidal,5,5,4,3,Pesima,Sí,Muy Satisfecho
795,05/03/2026,Desparacitación,33,5,3702,MVZ. Eddie Hernández Vidal,1,2,5,3,Buena,No,Satisfecho
796,06/03/2026,Desparacitación,10,86,1046,MVZ. Eddie Hernández Vidal,2,2,2,4,Regular,No,Satisfecho
797,07/03/2026,Servicio a domicilio,55,37,6723,MVZ. Eddie Hernández Vidal,2,1,5,4,Mala,No,Satisfecho
798,08/03/2026,Servicio a domicilio,5,63,610,MVZ. Eddie Hernández Vidal,3,4,5,3,Mala,Sí,Muy Satisfecho
799,09/03/2026,Consulta general,28,34,6241,MVZ. Eddie Hernández Vidal,5,1,3,5,Pesima,Sí,Muy Satisfecho
800,10/03/2026,Vacunación,46,164,4986,MVZ. Eddie Hernández Vidal,4,3,1,2,Buena,No,Satisfecho
801,11/03/2026,Urgencias,32,164,261,MVZ. Eddie Hernández Vidal,5,1,4,2,Pesima,No,Satisfecho
802,12/03/2026,Consulta general,19,23,3545,MVZ. Eddie Hernández Vidal,5,3,4,4,Pesima,Sí,Muy Satisfecho
803,13/03/2026,Consulta general,39,112,2765,MVZ. Eddie Hernández Vidal,2,3,3,4,Pesima,Sí,Satisfecho
804,14/03/2026,Ultrasonido,30,107,3537,MVZ. Eddie Hernández Vidal,5,5,5,4,Pesima,Sí,Extremadamente satisfecho
805,15/03/2026,Estética,31,76,2167,MVZ. Eddie Hernández Vidal,5,1,2,4,Pesima,No,Satisfecho
806,16/03/2026,Ultrasonido,47,24,6322,MVZ. Eddie Hernández Vidal,5,5,3,3,Pesima,No,Muy Satisfecho
807,17/03/2026,Vacunación,47,74,3439,MVZ. Eddie Hernández Vidal,3,2,3,4,Buena,No,Satisfecho
808,18/03/2026,Urgencias,1,134,970,MVZ. Eddie Hernández Vidal,2,5,5,3,Pesima,No,Muy Satisfecho
809,19/03/2026,Hospitalización,32,55,2816,MVZ. Eddie Hernández Vidal,4,1,2,3,Buena,Sí,Satisfecho
810,20/03/2026,Vacunación,40,65,8519,MVZ. Eddie Hernández Vidal,1,5,3,5,Regular,Sí,Muy Satisfecho
811,21/03/2026,Servicio a domicilio,49,63,3857,MVZ. Eddie Hernández Vidal,2,4,5,1,Pesima,No,Satisfecho
812,22/03/2026,Cirugías,55,121,6797,MVZ. Eddie Hernández Vidal,3,4,5,4,Buena,No,Muy Satisfecho
813,23/03/2026,Hospitalización,45,151,1238,MVZ. Eddie Hernández Vidal,4,4,5,1,Buena,No,Muy Satisfecho
814,24/03/2026,Vacunación,55,174,3362,MVZ. Eddie Hernández Vidal,1,2,5,3,Buena,Sí,Satisfecho
815,25/03/2026,Desparacitación,46,11,1545,MVZ. Eddie Hernández Vidal,2,1,3,5,Pesima,Sí,Satisfecho
816,26/03/2026,Hospitalización,54,176,8003,MVZ. Eddie Hernández Vidal,1,1,4,1,Pesima,Sí,Algo satisfecho
817,27/03/2026,Ultrasonido,0,165,2715,MVZ. Eddie Hernández Vidal,3,4,3,5,Mala,Sí,Muy Satisfecho
818,28/03/2026,Hospitalización,37,80,2898,MVZ. Eddie Hernández Vidal,5,4,5,3,Buena,No,Muy Satisfecho
819,29/03/2026,Vacunación,21,128,6531,MVZ. Eddie Hernández Vidal,1,5,2,4,Buena,No,Satisfecho
820,30/03/2026,Ultrasonido,22,29,7671,MVZ. Eddie Hernández Vidal,2,2,3,1,Regular,Sí,Algo satisfecho
821,31/03/2026,Vacunación,27,55,4809,MVZ. Eddie Hernández Vidal,3,2,2,4,Mala,No,Satisfecho
822,01/04/2026,Hospitalización,5,141,688,MVZ. Eddie Hernández Vidal,3,5,1,1,Pesima,Sí,Satisfecho
823,02/04/2026,Consulta general,45,122,5300,MVZ. Eddie Hernández Vidal,3,4,5,3,Mala,No,Muy Satisfecho
824,03/04/2026,Vacunación,35,88,3013,MVZ. Eddie Hernández Vidal,5,1,3,4,Mala,Sí,Satisfecho
825,04/04/2026,Hospitalización,45,7,2075,MVZ. Eddie Hernández Vidal,5,5,5,1,Pesima,No,Muy Satisfecho
826,05/04/2026,Estética,35,33,3714,MVZ. Eddie Hernández Vidal,2,2,2,4,Pesima,No,Satisfecho
827,06/04/2026,Estética,60,43,2239,MVZ. Eddie Hernández Vidal,3,4,4,4,Mala,Sí,Muy Satisfecho
828,07/04/2026,Desparacitación,40,179,6474,MVZ. Eddie Hernández Vidal,4,3,4,4,Regular,No,Muy Satisfecho
829,08/04/2026,Cirugías,3,48,2535,MVZ. Eddie Hernández Vidal,3,5,2,4,Pesima,Sí,Muy Satisfecho
830,09/04/2026,Vacunación,28,102,7653,MVZ. Eddie Hernández Vidal,2,4,3,2,Buena,No,Satisfecho
831,10/04/2026,Ultrasonido,27,121,5746,MVZ. Eddie Hernández Vidal,3,1,5,2,Regular,Sí,Satisfecho
832,11/04/2026,Ultrasonido,59,18,7167,MVZ. Eddie Hernández Vidal,3,3,3,5,Pesima,No,Muy Satisfecho
833,12/04/2026,Servicio a domicilio,9,50,3919,MVZ. Eddie Hernández Vidal,4,3,2,1,Mala,Sí,Satisfecho
834,13/04/2026,Vacunación,43,38,7277,MVZ. Eddie Hernández Vidal,2,1,5,5,Buena,No,Satisfecho
835,14/04/2026,Cirugías,3,15,6535,MVZ. Eddie Hernández Vidal,3,1,2,2,Buena,Sí,Algo satisfecho
836,15/04/2026,Hospitalización,43,120,7090,MVZ. Eddie Hernández Vidal,5,1,1,2,Buena,Sí,Algo satisfecho
837,16/04/2026,Urgencias,11,92,4464,MVZ. Eddie Hernández Vidal,1,5,1,5,Buena,Sí,Satisfecho
838,17/04/2026,Hospitalización,51,130,1053,MVZ. Eddie Hernández Vidal,4,5,3,1,Buena,No,Satisfecho
839,18/04/2026,Consulta general,22,82,8114,MVZ. Eddie Hernández Vidal,4,4,3,5,Regular,Sí,Muy Satisfecho
840,19/04/2026,Servicio a domicilio,42,120,6849,MVZ. Eddie Hernández Vidal,2,3,4,5,Regular,Sí,Muy Satisfecho
841,20/04/2026,Cirugías,42,35,2135,MVZ. Eddie Hernández Vidal,5,3,1,1,Buena,Sí,Satisfecho
842,21/04/2026,Urgencias,4,69,1973,MVZ. Eddie Hernández Vidal,5,3,1,5,Regular,No,Muy Satisfecho
843,22/04/2026,Cirugías,29,112,8362,MVZ. Eddie Hernández Vidal,5,2,5,3,Buena,No,Muy Satisfecho
844,23/04/2026,Estética,60,72,7473,MVZ. Eddie Hernández Vidal,2,2,4,4,Pesima,Sí,Satisfecho
845,24/04/2026,Estética,44,131,4410,MVZ. Eddie Hernández Vidal,2,1,2,2,Buena,No,Algo satisfecho
846,25/04/2026,Servicio a domicilio,2,115,7567,MVZ. Eddie Hernández Vidal,2,3,5,4,Mala,No,Muy Satisfecho
847,26/04/2026,Cirugías,30,133,9373,MVZ. Eddie Hernández Vidal,3,4,4,2,Buena,Sí,Satisfecho
848,27/04/2026,Vacunación,5,100,5458,MVZ. Eddie Hernández Vidal,3,4,5,1,Buena,Sí,Satisfecho
849,28/04/2026,Consulta general,47,141,882,MVZ. Eddie Hernández Vidal,4,4,4,4,Regular,Sí,Muy Satisfecho
850,29/04/2026,Hospitalización,12,72,9160,MVZ. Eddie Hernández Vidal,4,2,1,2,Pesima,No,Algo satisfecho
851,30/04/2026,Vacunación,17,16,7772,MVZ. Eddie Hernández Vidal,1,2,5,2,Buena,No,Satisfecho
852,01/05/2026,Estética,15,156,9897,MVZ. Eddie Hernández Vidal,1,5,3,2,Buena,Sí,Satisfecho
853,02/05/2026,Cirugías,56,25,9582,MVZ. Eddie Hernández Vidal,4,3,5,3,Regular,Sí,Muy Satisfecho
854,03/05/2026,Cirugías,41,6,4263,MVZ. Eddie Hernández Vidal,1,3,4,1,Mala,Sí,Algo satisfecho
855,04/05/2026,Consulta general,24,73,104,MVZ. Eddie Hernández Vidal,3,3,3,5,Mala,Sí,Muy Satisfecho
856,05/05/2026,Hospitalización,21,175,6424,MVZ. Eddie Hernández Vidal,4,5,1,4,Mala,Sí,Muy Satisfecho
857,06/05/2026,Servicio a domicilio,40,104,9251,MVZ. Eddie Hernández Vidal,2,4,1,1,Mala,No,Algo satisfecho
858,07/05/2026,Consulta general,3,129,5743,MVZ. Eddie Hernández Vidal,5,4,5,4,Pesima,Sí,Extremadamente satisfecho
859,08/05/2026,Urgencias,60,27,4256,MVZ. Eddie Hernández Vidal,2,5,3,3,Mala,Sí,Satisfecho
860,09/05/2026,Consulta general,46,163,5361,MVZ. Eddie Hernández Vidal,1,5,4,5,Pesima,No,Muy Satisfecho
861,10/05/2026,Urgencias,48,43,8944,MVZ. Eddie Hernández Vidal,2,3,5,5,Buena,No,Muy Satisfecho
862,11/05/2026,Consulta general,31,80,5532,MVZ. Eddie Hernández Vidal,4,5,3,2,Regular,No,Muy Satisfecho
863,12/05/2026,Consulta general,6,57,9705,MVZ. Eddie Hernández Vidal,4,3,3,4,Regular,Sí,Muy Satisfecho
864,13/05/2026,Ultrasonido,51,103,9198,MVZ. Eddie Hernández Vidal,1,1,3,4,Mala,Sí,Algo satisfecho
865,14/05/2026,Estética,33,118,9730,MVZ. Eddie Hernández Vidal,4,3,2,3,Regular,No,Satisfecho
866,15/05/2026,Estética,47,11,1862,MVZ. Eddie Hernández Vidal,2,1,1,2,Regular,No,Algo satisfecho
867,16/05/2026,Vacunación,11,38,6622,MVZ. Eddie Hernández Vidal,5,2,4,2,Mala,Sí,Satisfecho
868,17/05/2026,Servicio a domicilio,39,34,5620,MVZ. Eddie Hernández Vidal,1,2,1,4,Pesima,Sí,Algo satisfecho
869,18/05/2026,Urgencias,8,90,2712,MVZ. Eddie Hernández Vidal,5,3,5,1,Pesima,Sí,Muy Satisfecho
870,19/05/2026,Hospitalización,3,19,3154,MVZ. Eddie Hernández Vidal,3,2,4,4,Buena,Sí,Satisfecho
871,20/05/2026,Desparacitación,55,57,5076,MVZ. Eddie Hernández Vidal,5,3,3,4,Pesima,No,Muy Satisfecho
872,21/05/2026,Ultrasonido,43,91,2294,MVZ. Eddie Hernández Vidal,4,5,1,1,Pesima,Sí,Satisfecho
873,22/05/2026,Urgencias,54,96,7673,MVZ. Eddie Hernández Vidal,2,5,3,4,Mala,Sí,Muy Satisfecho
874,23/05/2026,Cirugías,39,118,7930,MVZ. Eddie Hernández Vidal,5,2,1,1,Pesima,Sí,Algo satisfecho
875,24/05/2026,Vacunación,41,99,9640,MVZ. Eddie Hernández Vidal,5,2,3,3,Regular,Sí,Satisfecho
876,25/05/2026,Vacunación,54,108,5059,MVZ. Eddie Hernández Vidal,2,3,2,1,Buena,No,Algo satisfecho
877,26/05/2026,Desparacitación,25,179,7655,MVZ. Eddie Hernández Vidal,1,1,4,1,Pesima,Sí,Algo satisfecho
878,27/05/2026,Urgencias,45,92,4885,MVZ. Eddie Hernández Vidal,2,1,2,5,Pesima,Sí,Satisfecho
879,28/05/2026,Ultrasonido,6,29,5972,MVZ. Eddie Hernández Vidal,3,4,2,2,Pesima,No,Satisfecho
880,29/05/2026,Cirugías,7,146,4333,MVZ. Eddie Hernández Vidal,5,2,2,2,Regular,Sí,Satisfecho
881,30/05/2026,Vacunación,40,165,9453,MVZ. Eddie Hernández Vidal,2,2,1,3,Mala,Sí,Algo satisfecho
882,31/05/2026,Urgencias,29,37,4034,MVZ. Eddie Hernández Vidal,5,3,4,5,Pesima,No,Muy Satisfecho
883,01/06/2026,Urgencias,5,123,7344,MVZ. Eddie Hernández Vidal,1,2,4,3,Mala,Sí,Satisfecho
884,02/06/2026,Consulta general,38,30,7139,MVZ. Eddie Hernández Vidal,5,3,3,2,Mala,Sí,Satisfecho
885,03/06/2026,Servicio a domicilio,3,78,8316,MVZ. Eddie Hernández Vidal,5,2,1,3,Regular,No,Satisfecho
886,04/06/2026,Urgencias,7,106,9480,MVZ. Eddie Hernández Vidal,2,3,3,4,Regular,No,Satisfecho
887,05/06/2026,Servicio a domicilio,50,113,3437,MVZ. Eddie Hernández Vidal,1,1,5,5,Regular,Sí,Satisfecho
888,06/06/2026,Servicio a domicilio,43,150,106,MVZ. Eddie Hernández Vidal,3,5,4,4,Regular,No,Muy Satisfecho
889,07/06/2026,Ultrasonido,23,156,1900,MVZ. Eddie Hernández Vidal,2,5,5,1,Buena,Sí,Satisfecho
890,08/06/2026,Hospitalización,24,40,5149,MVZ. Eddie Hernández Vidal,2,2,4,3,Mala,Sí,Satisfecho
891,09/06/2026,Estética,50,126,9445,MVZ. Eddie Hernández Vidal,1,1,5,4,Regular,No,Satisfecho
892,10/06/2026,Estética,29,40,3848,MVZ. Eddie Hernández Vidal,4,5,1,3,Regular,Sí,Satisfecho
893,11/06/2026,Servicio a domicilio,51,167,2866,MVZ. Eddie Hernández Vidal,5,5,2,5,Buena,Sí,Muy Satisfecho
894,12/06/2026,Desparacitación,17,89,3647,MVZ. Eddie Hernández Vidal,2,3,2,3,Pesima,No,Satisfecho
895,13/06/2026,Hospitalización,56,25,5894,MVZ. Eddie Hernández Vidal,1,5,2,4,Mala,Sí,Satisfecho
896,14/06/2026,Hospitalización,43,11,8299,MVZ. Eddie Hernández Vidal,2,2,3,1,Mala,Sí,Algo satisfecho
897,15/06/2026,Cirugías,33,141,9046,MVZ. Eddie Hernández Vidal,1,1,4,1,Buena,No,Algo satisfecho
898,16/06/2026,Hospitalización,48,5,9473,MVZ. Eddie Hernández Vidal,1,3,1,1,Mala,Sí,Algo satisfecho
899,17/06/2026,Servicio a domicilio,14,66,4707,MVZ. Eddie Hernández Vidal,3,4,3,4,Buena,Sí,Muy Satisfecho
900,18/06/2026,Desparacitación,42,94,2977,MVZ. Eddie Hernández Vidal,1,2,3,3,Pesima,Sí,Algo satisfecho
901,19/06/2026,Consulta general,42,107,5909,MVZ. Eddie Hernández Vidal,1,3,5,1,Pesima,Sí,Satisfecho
902,20/06/2026,Consulta general,16,76,585,MVZ. Eddie Hernández Vidal,4,3,1,1,Mala,No,Algo satisfecho
903,21/06/2026,Consulta general,47,127,702,MVZ. Eddie Hernández Vidal,5,4,5,4,Buena,Sí,Extremadamente satisfecho
904,22/06/2026,Hospitalización,53,11,8966,MVZ. Eddie Hernández Vidal,3,1,4,1,Pesima,No,Algo satisfecho
905,23/06/2026,Urgencias,1,169,4633,MVZ. Eddie Hernández Vidal,5,4,5,3,Mala,Sí,Muy Satisfecho
906,24/06/2026,Urgencias,42,162,5894,MVZ. Eddie Hernández Vidal,2,4,3,1,Mala,Sí,Satisfecho
907,25/06/2026,Servicio a domicilio,53,108,4773,MVZ. Eddie Hernández Vidal,3,2,4,4,Regular,No,Satisfecho
908,26/06/2026,Consulta general,0,24,7183,MVZ. Eddie Hernández Vidal,3,2,5,2,Mala,Sí,Satisfecho
909,27/06/2026,Desparacitación,51,52,5487,MVZ. Eddie Hernández Vidal,1,5,5,5,Mala,No,Muy Satisfecho
910,28/06/2026,Ultrasonido,56,155,6663,MVZ. Eddie Hernández Vidal,4,3,1,5,Pesima,No,Satisfecho
911,29/06/2026,Urgencias,15,72,3829,MVZ. Eddie Hernández Vidal,1,2,1,3,Pesima,No,Algo satisfecho
912,30/06/2026,Ultrasonido,16,140,4044,MVZ. Eddie Hernández Vidal,4,3,5,1,Regular,Sí,Satisfecho
913,01/07/2026,Ultrasonido,8,61,4652,MVZ. Eddie Hernández Vidal,3,4,5,2,Mala,No,Muy Satisfecho
914,02/07/2026,Servicio a domicilio,41,98,8580,MVZ. Eddie Hernández Vidal,3,2,1,2,Pesima,Sí,Algo satisfecho
915,03/07/2026,Estética,20,77,5413,MVZ. Eddie Hernández Vidal,4,2,5,5,Buena,Sí,Muy Satisfecho
916,04/07/2026,Ultrasonido,54,151,9933,MVZ. Eddie Hernández Vidal,1,4,1,5,Regular,No,Satisfecho
917,05/07/2026,Ultrasonido,43,155,616,MVZ. Eddie Hernández Vidal,1,3,5,3,Buena,No,Satisfecho
918,06/07/2026,Cirugías,25,155,309,MVZ. Eddie Hernández Vidal,3,3,3,4,Mala,No,Satisfecho
919,07/07/2026,Servicio a domicilio,0,51,6720,MVZ. Eddie Hernández Vidal,1,1,5,2,Regular,No,Algo satisfecho
920,08/07/2026,Cirugías,59,44,4639,MVZ. Eddie Hernández Vidal,3,1,1,3,Pesima,Sí,Algo satisfecho
921,09/07/2026,Urgencias,49,61,3011,MVZ. Eddie Hernández Vidal,3,1,5,4,Mala,Sí,Satisfecho
922,10/07/2026,Vacunación,39,167,309,MVZ. Eddie Hernández Vidal,2,3,1,5,Mala,No,Satisfecho
923,11/07/2026,Hospitalización,2,65,4360,MVZ. Eddie Hernández Vidal,4,4,4,2,Mala,No,Muy Satisfecho
924,12/07/2026,Urgencias,6,103,9764,MVZ. Eddie Hernández Vidal,4,5,5,5,Buena,No,Extremadamente satisfecho
925,13/07/2026,Desparacitación,3,146,9597,MVZ. Eddie Hernández Vidal,2,5,2,1,Buena,Sí,Satisfecho
926,14/07/2026,Consulta general,30,33,9918,MVZ. Eddie Hernández Vidal,2,5,3,5,Regular,No,Muy Satisfecho
927,15/07/2026,Vacunación,13,64,3432,MVZ. Eddie Hernández Vidal,5,2,4,4,Pesima,Sí,Muy Satisfecho
928,16/07/2026,Cirugías,20,18,9061,MVZ. Eddie Hernández Vidal,3,5,2,1,Buena,Sí,Satisfecho
929,17/07/2026,Hospitalización,52,166,2736,MVZ. Eddie Hernández Vidal,5,5,4,5,Buena,Sí,Extremadamente satisfecho
